r_f1,r_f2,r_f3,s_f1,s_f2,s_f3
-1.1507184730887432,-0.6906018961194738,-2.7445072148935705,-1.1660813920973452,-0.7772901743058633,-2.835048301396067
-1.1566746487932196,-1.060298774241541,-2.6386147876807127,-1.1660814169393967,-0.9154367353406071,-2.4873144601142547
-1.156371325829532,-1.626881655053552,-2.0407704270485403,-1.1660813591815251,-1.4192274264678904,-1.8238871235461465
-1.1559503862675833,-1.1527557942987054,-1.756932512075599,-1.1660813718166396,-1.2827793042746356,-1.8927348357599343
-1.1515002229261475,-1.8061219527800607,-2.744420283468018,-1.1660814006805662,-1.1064893608809514,-2.013692936955713
-1.15921642685727,-1.5593079047280636,-2.736335958929946,-1.1660814122297958,-1.013103899763346,-2.165856244768081
-1.1578144675179525,-1.5909439433747754,-2.584255902352267,-1.1660814072182204,-1.0793015813182512,-2.049873900351158
-1.1515614922006117,-0.81651879831685,-2.5779652753047504,-1.1660814181700654,-0.8917323417630656,-2.656521673191963
-1.1641129787476199,-0.8801111006732589,-2.685692011367503,-1.1660814183707686,-0.8879488207346103,-2.6938781110093877
-1.1660180234196478,-1.0792037636439633,-1.999797618717329,-1.1660814424583308,-1.0849925791031287,-2.0065525277023957
-1.152211439866685,-1.231402260564768,-1.6747633767108647,-1.1660813620480184,-1.3880654418751548,-1.8383893547752208
-1.1608681428384355,-1.4731874777759542,-2.3405370112192556,-1.166081385725072,-1.1355493370220018,-1.9878927396367714
-1.1514329708770328,-1.4692551034478276,-2.5806230529289698,-1.166081410767676,-1.0335274787707696,-2.1255297746897295
-1.1528370641560686,-1.4333536744196884,-2.6748682200865694,-1.166081413207706,-0.9918773452065449,-2.213770742252608
-1.153872388827594,-1.8631101430753652,-2.89039885479376,-1.166081407693454,-1.070721545006784,-2.0627930186826484
-1.1642328911234645,-1.8072482868332949,-1.903213626085852,-1.1660813297809345,-1.6486919663381594,-1.737610356039407
-1.1632993677407273,-1.8802947435181792,-1.5830679192516575,-1.16608138467369,-1.8979397740107533,-1.601497174449043
-1.1664164907264485,-0.9498462755291107,-2.6495694878208544,-1.1660814179899874,-0.8988164238673172,-2.5962716716256664
-1.1628483908049196,-1.7120852153615904,-2.0854029222045165,-1.1660813564697041,-1.4489859533959675,-1.8106103639368938
-1.1590043209502512,-1.8778013889837508,-1.6204395178636768,-1.1660813912599277,-1.8762068834612389,-1.618774148381702
-1.1531240145360517,-1.943323754190173,-2.8076843424152984,-1.1660813844471034,-1.1489467114483096,-1.9780016818114863
-1.1529373610854456,-1.9441699429660533,-1.8942921584414767,-1.1660813475237335,-1.7584754123120352,-1.7003445403681845
-1.167842137325386,-1.851446557233349,-1.5534815690389847,-1.1660814424583321,-1.926416117127997,-1.5679318949183387
-1.1501942326993628,-1.071443062758819,-2.832961653071287,-1.1660814181121322,-0.8928322427779861,-2.646412612066001
-1.165826873766995,-1.1522488209211743,-2.7297952474879015,-1.166081416902013,-0.9161735900592716,-2.483227811071347
-1.15615123660584,-1.099013493515547,-1.7885744337926373,-1.1660813768580618,-1.2290335757074566,-1.9243731781415987
-1.169191022088538,-1.7149013548247338,-2.1720189756291655,-1.1660813616614525,-1.3931575481712744,-1.8359754511702575
-1.1552855314117676,-1.9340724607137494,-2.079516151439431,-1.166081332682081,-1.6165198842082382,-1.7478501320687403
-1.154214111289337,-1.2032861148679923,-2.5339616114540764,-1.166081414463343,-0.9653656192859913,-2.285466889085123
-1.1654136959796613,-0.7771304953842672,-2.8537623822508045,-1.1660813951161033,-0.7676597229664609,-2.8438706862550407
-1.1634914150523297,-0.7143692787885172,-2.7007853770992143,-1.1660813803042327,-0.8151356586638161,-2.80603025608616
-1.1694380747378845,-1.7609593170651308,-1.533796679805187,-1.1660814424583321,-1.9254812155180139,-1.5669581298831794
-1.159461778163581,-1.4253845948452168,-2.7720781581207063,-1.1660814145357588,-0.9638616164304645,-2.290043072331388
-1.1600552097082963,-0.7343871507662407,-2.836270962100811,-1.1660814026122912,-0.7550727789741948,-2.8578759520918373
-1.1690347159563272,-1.2863189902688683,-1.595354258441495,-1.1660814424583321,-1.933203834334367,-1.5629620946268667
-1.1667778135832934,-1.6312581131953774,-2.8894400525192987,-1.1660814133129072,-0.9896249720395258,-2.2192899128973376
-1.150146273890748,-1.2179175068521308,-1.920161382071642,-1.1660813772756016,-1.2245899785153727,-1.9271304039966874
-1.1521541019136665,-1.6224317136086803,-2.0011130320916606,-1.1660813570336945,-1.4426847247526677,-1.8133772888078878
-1.150779382782423,-0.8103961877306467,-2.6564604190910575,-1.1660814056263153,-0.883419094794484,-2.732728788373281
-1.1621174203597875,-0.9203183439843798,-2.5014195414825005,-1.1660814170085205,-0.9140904298149242,-2.494914851209824
-1.1526080958742553,-1.5388034726276714,-2.4436067601459994,-1.1660813985837604,-1.116510057437548,-2.002544763375667
-1.1501105146306518,-1.3205458895608535,-2.5441047590250654,-1.1660814130327073,-0.9956381884321059,-2.204756733046211
-1.1651706747924628,-1.5827062579565423,-2.767914315557995,-1.1660814123327898,-1.010844637347063,-2.170636648521986
-1.1651241568094461,-1.874686365037097,-2.104877875050781,-1.1660813382434032,-1.5531149881834954,-1.7690144422792808
-1.150683219733303,-0.8743546102597424,-1.925773016754343,-1.1660814097392653,-1.0453120748640068,-2.1043285890445693
-1.1508358322760663,-0.7760153815056654,-2.2514785607973953,-1.1660814161797433,-0.9304315084379174,-2.4127576368616137
-1.1550497876626378,-1.0154724321093316,-2.5654720325463845,-1.1660814167309033,-0.9195242446774116,-2.4652595024769934
-1.1670935926862718,-1.7937537411159434,-2.0425764523376033,-1.166081339705793,-1.5371479183512746,-1.7745659288294604
-1.1641926014661421,-1.7806112544323587,-1.7328501314862168,-1.1660813494582003,-1.7519388223254215,-1.702903365280244
-1.1540110733494424,-1.5047463956783398,-1.894426007487793,-1.1660813580315514,-1.431783130486175,-1.8182199265415577
-1.1538535430761014,-1.1261523068854737,-1.5425363785128474,-1.1660813606965073,-1.402782068066804,-1.831460780294284
-1.1587663855292156,-0.6938144219839562,-1.8650414502432915,-1.1660814126959358,-1.002947605798743,-2.187913882658031
-1.1543508440172268,-1.074751065735916,-1.6967998386406586,-1.1660813730539252,-1.2695427931514924,-1.9002489652664472
-1.159423928328489,-1.558606468488306,-1.9978897821409107,-1.1660813609180771,-1.4003474113363388,-1.8325969889386422
-1.168543864375715,-1.7906852864992873,-1.951481340960441,-1.1660813548379871,-1.6006653214603839,-1.7530160435565263
-1.1507780080704428,-1.667058796038452,-1.8584173611961767,-1.1660813363872498,-1.574484198441779,-1.7617283323422908
-1.156643220811575,-1.4121025555682274,-2.9284203444109,-1.166081416293437,-0.9281693887851854,-2.422979068580447
-1.1559935513322397,-1.262506053947393,-2.404705744836948,-1.166081411913311,-1.0200845515030859,-2.151509966358347
-1.1636674475831374,-0.9164243476572306,-2.359403663978184,-1.1660814158149038,-0.9377563591683027,-2.381683777908038
-1.16088212885813,-1.5190828147902722,-1.6821457347968811,-1.1660813349436645,-1.5902343557402048,-1.7564595546281123
-1.1525258903187374,-1.9469621120615428,-2.678035206008977,-1.166081377074553,-1.2267341115207389,-1.9257970969563416
-1.1665511463019098,-1.8910409509362247,-2.874513341625259,-1.1660814068817247,-1.0886060073345059,-2.0364146555456397
-1.1578697506419986,-1.6479906879197581,-2.424684330503282,-1.166081380373137,-1.1918031257194286,-1.9482217791086403
-1.1611970053892273,-1.5471203174840706,-1.9704011660855771,-1.166081359982246,-1.4106168254535647,-1.8278308510360226
-1.1672435743587075,-1.1794801430802306,-1.728931949671737,-1.1660814424583321,-1.8326145586009004,-1.652692666123616
